Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA20_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA10_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
P61978	P61978		HNRNPK		2.73752e+06	2.6787e+06	2.63028e+06	2.65585e+06	2.66007e+06	2.65751e+06	2.72052e+06	2.72649e+06	2.65215e+06	2.88079e+06	2.64999e+06	2.86598e+06	2.94895e+06	2.78402e+06	2.579e+06	2.48339e+06	2.54358e+06	2.49751e+06	2.53846e+06	2.56256e+06	2.40173e+06	2.50052e+06	2.93943e+06	2.99181e+06	2.81545e+06	3.03753e+06		
P61981	P61981		YWHAG		972902	799708	807261	836261	940055	935858	893503	924811	846733	1.02846e+06	1.01256e+06	1.12831e+06	1.18719e+06	1.11144e+06	978494	905104	988038	926911	982109	990321	952918	991819	988073	1.00662e+06	876699	1.09742e+06		
P62070	P62070		RRAS2		15140.1					15657.4										49391.8	45404.1											
P62072	P62072		TIMM10		18303.3				28860.3	26075.8								36362.1				21225.1	27011.5						28560.8			
P62081	P62081		RPS7		2.44685e+06	1.44796e+06	1.26144e+06	1.46277e+06	1.49437e+06	2.54143e+06	1.3509e+06	1.33739e+06	1.34013e+06	1.7577e+06	1.52047e+06	1.7585e+06	1.85948e+06	1.90713e+06	1.80688e+06	1.91424e+06	1.86002e+06	1.86513e+06	1.7815e+06	1.85695e+06	1.81388e+06	1.89669e+06	1.68229e+06	1.75198e+06	1.77831e+06	1.69757e+06		
P62136	P62136		PPP1CA		256258	389999	358166	348298	337957	234915	396803	393715	376796	418373	361437	441108	384859	392364	448889	429877	453463	453739	445110	492638	355363	474613	581722	489771	511067	545433		
P62140	P62140		PPP1CB		508369	376192	304857	384513	380611	494750	249409	263495	289320	339769	316529	344466	361998	350931	333627	354483	303824	416118	350895	310731	367672	386515	299874	323390	378637	296310		
P62191	P62191		PSMC1		240865	262821	234571	267814	257561	256063	244828	189175	233163	216133	261365	216862	258655	232394	278216	311327	265293	250850	278024	277469	307832	227623	204660	237347	216022	208463		
P62195	P62195		PSMC5		1.83553e+06	2.48149e+06	2.47065e+06	2.66518e+06	2.65641e+06	1.73909e+06	2.69727e+06	2.67566e+06	2.58644e+06	2.18304e+06	2.6517e+06	2.29185e+06	2.28648e+06	2.42381e+06	2.39747e+06	2.53059e+06	2.37692e+06	2.3316e+06	2.5187e+06	2.36415e+06	2.42629e+06	2.37687e+06	2.29827e+06	2.41628e+06	2.49663e+06	2.31468e+06		
P62241	P62241		RPS8		2.14956e+06	2.07325e+06	2.12315e+06	2.01577e+06	2.08688e+06	2.25753e+06	2.18941e+06	2.22126e+06	2.1629e+06	2.18008e+06	2.13961e+06	2.23888e+06	2.26887e+06	2.10817e+06	1.85072e+06	1.85244e+06	1.9249e+06	1.82975e+06	1.77542e+06	1.81369e+06	1.80504e+06	1.8018e+06	2.22276e+06	2.14721e+06	2.13704e+06	2.13709e+06		
P62244	P62244		RPS15A		3.86203e+06	4.58388e+06	4.34809e+06	4.58633e+06	4.71914e+06	4.53365e+06	4.35507e+06	4.86097e+06	4.59029e+06	4.46812e+06	4.84467e+06	4.84518e+06	5.19663e+06	5.03808e+06	4.8075e+06	5.03814e+06	4.90026e+06	4.78491e+06	5.18269e+06	4.89378e+06	5.102e+06	4.72546e+06	3.71598e+06	4.18266e+06	4.5294e+06	4.1035e+06		
P62249	P62249		RPS16		2.33191e+06	1.89393e+06	1.83534e+06	1.80001e+06	1.82323e+06	2.77818e+06	1.9758e+06	1.96126e+06	1.94806e+06	2.09374e+06	1.9783e+06	2.19258e+06	2.04947e+06	2.0778e+06	2.24432e+06	2.05475e+06	2.05762e+06	2.1518e+06	2.18548e+06	1.99976e+06	2.2178e+06	2.04091e+06	2.10842e+06	2.19827e+06	2.16653e+06	2.183e+06		
P62258	P62258		YWHAE		1.59146e+07	1.04915e+07	1.02442e+07	1.12443e+07	1.07078e+07	1.24266e+07	9.61903e+06	9.87086e+06	1.04406e+07	1.31953e+07	1.12684e+07	1.31737e+07	1.38198e+07	1.32186e+07	1.09005e+07	1.11832e+07	1.10458e+07	1.10679e+07	1.12421e+07	1.07528e+07	1.16357e+07	1.08155e+07	1.29837e+07	1.29636e+07	1.26298e+07	1.29736e+07		
P62263	P62263		RPS14		2.88832e+06	2.09366e+06	2.21555e+06	2.20438e+06	2.12334e+06	3.21777e+06	2.09933e+06	2.05455e+06	2.25732e+06	2.71204e+06	2.24907e+06	2.70755e+06	2.79004e+06	2.70343e+06	2.75781e+06	2.60799e+06	2.68832e+06	2.60298e+06	2.67017e+06	2.70396e+06	2.73251e+06	2.63176e+06	2.59376e+06	2.82867e+06	2.76222e+06	2.79481e+06		
P62266	P62266		RPS23		1.03596e+06	556921	656683	536497	605842	1.19802e+06	700379	645669	664016	733196	652551	705071	714326	756834	675990	749720	710003	702836	708176	701476	698987	730048	780338	695342	672982	720371		
P62269	P62269		RPS18		2.95151e+06	2.56102e+06	2.50374e+06	2.41813e+06	2.45136e+06	3.1405e+06	2.5088e+06	2.66191e+06	2.5213e+06	2.87523e+06	2.50242e+06	2.60927e+06	2.66993e+06	2.59874e+06	2.29734e+06	2.29303e+06	2.24115e+06	2.16555e+06	2.29491e+06	2.26478e+06	2.17308e+06	2.27689e+06	2.7556e+06	2.78039e+06	2.76809e+06	2.96672e+06		
P62273	P62273		RPS29		1.29077e+06	167304	100618	172423	182268	1.51822e+06	62358.7	128521	126535	160951	242114	170106	221961	230790	169750	182608	164196	181624	187048	110222	248947	152830	201634	268077	325892	264035		
P62277	P62277		RPS13		1.45096e+06	1.81609e+06	1.71337e+06	1.77396e+06	1.8007e+06	1.6515e+06	1.70776e+06	1.69343e+06	1.74061e+06	1.81153e+06	1.81208e+06	1.80673e+06	1.78142e+06	1.77656e+06	1.98622e+06	1.97701e+06	1.98488e+06	2.03544e+06	1.91788e+06	2.01482e+06	1.91832e+06	2.01018e+06	1.66674e+06	1.69696e+06	1.64338e+06	1.73766e+06		
P62280	P62280		RPS11		1.47096e+06	1.44074e+06	1.56197e+06	1.45896e+06	1.41328e+06	1.40475e+06	1.47089e+06	1.51726e+06	1.56523e+06	1.60958e+06	1.49261e+06	1.63803e+06	1.67655e+06	1.64238e+06	1.66773e+06	1.63664e+06	1.61087e+06	1.5646e+06	1.58854e+06	1.64678e+06	1.59064e+06	1.596e+06	1.63812e+06	1.65312e+06	1.56875e+06	1.66171e+06		
P62304	P62304		SNRPE		199464	254816	231432	228350	226614	111719	316666	295961	199006	228069	194800	259721	215351	236141	242982	255645	267688	196783	250679	261094	231116	254960	222031	239649	228141	261613		
P62306	P62306		SNRPF		859591	288037	297875	249990	246978	807872	347549	252912	275389	419845	299080	480555	410106	509514	193528	210483	293144	162421	246827	339244	202180	199080	338815	358122	354811	302628		
P62310	P62310		LSM3		151796	263868	236395	232182		217117	279564	287248	280729		260530		259348	258696	204702	234663	233940	248168	245395	237578	241681	218646	271170	257291		264358		
P62312	P62312		LSM6		205499	330664	305497	208862	430768	230799	314503	291192	279455	260441	317206	305960	305773	239647	303566	258583	305936	274003	295636	338250	323633	293773	228490	289564	238044	300045		
P62314	P62314		SNRPD1		332896	229734	223430	210511	220794	295933	268693	253779	234078	284786	238050	304231	301253	274068	296422	286106	292925	314473	241231	294642	303750	306302	264287	262643	245501	269682		
P62316	P62316		SNRPD2		745570	895882	858955	844703	794717	837553	822797	791927	847141	898531	799710	900184	906927	874238	899488	836701	837551	862101	845795	855170	812308	853585	857872	843898	836402	872719		
P62318	P62318		SNRPD3		1.21902e+06	1.00287e+06	1.0154e+06	971330	989052	1.18854e+06	883448	917680	971742	1.2196e+06	978852	1.26102e+06	1.22916e+06	1.16893e+06	1.22992e+06	1.1693e+06	1.17876e+06	1.20525e+06	1.17257e+06	1.19619e+06	1.16534e+06	1.23051e+06	1.12769e+06	1.13918e+06	1.15932e+06	1.14821e+06		
P62328	P62328		TMSB4X		1.47571e+06	1.39106e+06	1.55338e+06	1.30357e+06	1.18717e+06	790804	1.54745e+06	1.57362e+06	1.56002e+06	1.94365e+06	1.3794e+06	1.8852e+06	1.73657e+06	1.53218e+06	1.25169e+06	1.23277e+06	1.22244e+06	1.12039e+06	1.21031e+06	1.26215e+06	1.00845e+06	1.23151e+06	2.1558e+06	1.96373e+06	1.60389e+06	2.14632e+06		
P62330	P62330		ARF6		62755.3	69328.9	100203	117297	102468	65714.9		75503.4	113282		101891	80700.1	95298	81692.6	104534	88890.5	86254.8	82827.4	91365.5	81492	101202	72236.1	31950.7	43797	73147.5	50339.7		
P62333	P62333		PSMC6		575534	832015	827940	784242	870582	633627	799836	819315	842543	701887	823145	705091	672031	704762	725940	734453	746290	713589	719302	707643	796792	740977	702453	708797	612789	671552		
P62424	P62424		RPL7A		2.29644e+06	2.61325e+06	2.58893e+06	2.56096e+06	2.45579e+06	2.28186e+06	2.6001e+06	2.54446e+06	2.58995e+06	2.52889e+06	2.50484e+06	2.53822e+06	2.56627e+06	2.45114e+06	2.45771e+06	2.41199e+06	2.3669e+06	2.37526e+06	2.4514e+06	2.43542e+06	2.41444e+06	2.47821e+06	2.53243e+06	2.53803e+06	2.49904e+06	2.58011e+06		
P62487	P62487		POLR2G		58263.2	221408	209932	196793	154516	55848.5	175680	213965	220170	164478	220296	193725	165177	170154	185049		180153	136510		167953	145455		184771	209509	226901	205795		
P62491	P62491		RAB11A		2.25762e+06	2.44993e+06	2.13467e+06	2.40198e+06	2.36475e+06	2.04162e+06	2.14465e+06	2.33161e+06	2.37409e+06	2.67983e+06	2.47472e+06	2.71408e+06	2.75715e+06	2.5784e+06	2.757e+06	2.69122e+06	2.79576e+06	2.72213e+06	2.68088e+06	2.8248e+06	2.74421e+06	2.67839e+06	2.59168e+06	2.5982e+06	2.55885e+06	2.69762e+06		
P62495	P62495		ETF1		1.13892e+06	877789	848161	877806	813087	1.03621e+06	913214	854207	855512	937086	831525	979747	919285	973188	962016	939578	951466	947811	994095	1.0247e+06	982169	963368	963100	972527	858251	958840		
P62633	P62633		CNBP		796145	471959	450337	456951	457404	697444	449928	480942	490013	503221	517400	470818	516093	487635	435362	420034	452812	428698	448152	411773	460841	435579	536381	496486	481181	523797		
P62701	P62701		RPS4X		3.64723e+06	3.17315e+06	3.31929e+06	3.22348e+06	3.02613e+06	3.68414e+06	3.18903e+06	3.41211e+06	3.45036e+06	3.24304e+06	3.61733e+06	3.16393e+06	3.14425e+06	3.15303e+06	3.44936e+06	3.38355e+06	3.40796e+06	3.42382e+06	3.39536e+06	3.38243e+06	3.38035e+06	3.38524e+06	3.48606e+06	3.5376e+06	3.49879e+06	3.60996e+06		
P62745	P62745		RHOB		302349	216653	230635	241279	221690	281054	241682	272685	237231	287068	246823	269248	289360	284325	270358	273693	265234	257878	244863	257388	239430	272844	233807	227184	238414	248602		
P62750	P62750		RPL23A		2.62887e+06	1.59393e+06	1.57846e+06	1.45616e+06	1.45046e+06	2.81112e+06	1.49428e+06	1.55273e+06	1.6141e+06	2.11207e+06	1.55491e+06	2.06251e+06	2.09749e+06	2.03543e+06	1.71675e+06	1.69946e+06	1.69946e+06	1.7261e+06	1.7561e+06	1.60977e+06	1.7496e+06	1.80118e+06	1.97969e+06	1.99143e+06	1.86586e+06	1.88928e+06		
P62753	P62753		RPS6		2.59509e+06	2.36754e+06	2.23806e+06	2.04766e+06	2.14639e+06	2.73626e+06	2.19915e+06	2.24913e+06	2.21161e+06	2.27189e+06	2.2311e+06	2.35548e+06	2.25938e+06	2.15135e+06	2.45908e+06	2.37179e+06	2.38214e+06	2.35301e+06	2.36595e+06	2.34554e+06	2.36638e+06	2.37594e+06	2.56905e+06	2.55254e+06	2.46551e+06	2.57413e+06		
P62805	P62805		H4-16		1.26983e+08	9.0299e+07	9.69259e+07	8.94373e+07	8.65797e+07	1.16293e+08	9.74864e+07	9.66095e+07	9.97971e+07	9.48282e+07	9.89297e+07	9.31242e+07	9.74047e+07	9.53282e+07	9.07866e+07	8.97593e+07	9.04928e+07	9.17131e+07	9.15206e+07	9.20414e+07	8.98461e+07	9.03463e+07	9.89982e+07	9.73894e+07	9.92489e+07	1.05353e+08		
P62820	P62820		RAB1A		3.52582e+06	3.95078e+06	3.41487e+06	4.00892e+06	3.70728e+06	2.04429e+06	4.36526e+06	3.21511e+06	3.9226e+06	2.79685e+06	3.6493e+06	2.91792e+06	3.12624e+06	3.21046e+06	3.1494e+06	3.32972e+06	3.19762e+06	3.25153e+06	3.34039e+06	3.16911e+06	3.38272e+06	3.30464e+06	3.01977e+06	2.98515e+06	2.99863e+06	2.9984e+06		
P62826	P62826		RAN		7.34944e+06	4.42602e+06	4.73541e+06	4.09774e+06	4.18192e+06	7.44373e+06	5.15113e+06	4.84949e+06	4.89475e+06	5.54471e+06	4.39676e+06	5.81415e+06	5.76754e+06	5.63493e+06	5.47744e+06	5.082e+06	5.4354e+06	5.18542e+06	5.10856e+06	5.25012e+06	5.24223e+06	5.63343e+06	6.13647e+06	5.75486e+06	5.92931e+06	5.92098e+06		
P62829	P62829		RPL23		1.87363e+06	2.47192e+06	2.55196e+06	2.54194e+06	2.43357e+06	1.47277e+06	2.59442e+06	2.54271e+06	2.33629e+06	2.41172e+06	2.28099e+06	2.36591e+06	2.45536e+06	2.42471e+06	2.24436e+06	2.27892e+06	2.16879e+06	2.32203e+06	2.23028e+06	2.25677e+06	2.2902e+06	2.23435e+06	2.08039e+06	2.00642e+06	1.89429e+06	2.10012e+06		
P62834	P62834		RAP1A		672940	832543	667423	844197	932133	562945	911609	893336	706764	519997	881636	553076	631081	721762	763665	801067	773609	904349	830732	729077	848494	746693	765857	827803	871214	901414		
P62837	P62837		UBE2D2		153891	582855			386592	181683		536962			604882	227322		279740	483143	542341		516484	132479		511509		319300	371526		296746		
P62841	P62841		RPS15		801901	1.07916e+06	930481	1.13948e+06	1.11311e+06	721315	1.1446e+06	1.39077e+06	801821	488259	1.49411e+06	549320	571924	652758	674973	763121	874444	936596	843769	618622	893783	791184	582163	695443	780141	611838		
P62847	P62847		RPS24		387121	554155	361809	586835	571918	369704	293086	450793	491619	372693	544766	419803	459790	489153	576223	617153	589818	601718	644437	536819	690584	463297	373546	552115	615118	466030		
P62851	P62851		RPS25		2.70946e+06	2.48631e+06	2.67032e+06	2.4194e+06	2.43014e+06	3.0668e+06	2.5491e+06	2.54598e+06	2.55913e+06	2.99615e+06	2.72209e+06	2.93045e+06	2.96293e+06	2.89751e+06	3.08438e+06	3.11868e+06	3.12338e+06	2.99692e+06	3.07674e+06	3.28969e+06	3.03464e+06	3.11642e+06	3.13335e+06	3.13046e+06	3.01367e+06	3.1313e+06		
P62854	P62854		RPS26		4.52745e+06	3.66312e+06	3.8387e+06	3.67401e+06	3.77326e+06	4.02775e+06	3.69295e+06	3.73986e+06	3.95069e+06	3.67047e+06	3.73824e+06	3.27784e+06	3.23196e+06	3.27457e+06	3.17761e+06	3.22881e+06	3.06552e+06	3.22488e+06	3.05007e+06	3.21435e+06	2.91071e+06	3.30263e+06	3.34224e+06	3.17449e+06	3.20952e+06	3.3413e+06		
P62857	P62857		RPS28		1.82775e+06	1.148e+06	1.12931e+06	1.09958e+06	1.07282e+06	1.59055e+06	1.15743e+06	1.20531e+06	1.22813e+06	1.39563e+06	1.12209e+06	1.41217e+06	1.38538e+06	1.30111e+06	1.19205e+06	1.15655e+06	1.16472e+06	1.205e+06	1.18378e+06	1.16694e+06	1.10624e+06	1.27788e+06	1.25995e+06	1.11347e+06	1.05828e+06	1.30589e+06		
P62861	P62861		FAU		1.88591e+06	1.30251e+06	1.37058e+06	1.34727e+06	1.19957e+06	1.51439e+06	1.41675e+06	1.35131e+06	1.49414e+06	1.34397e+06	1.38404e+06	1.3792e+06	1.39781e+06	1.31539e+06	1.29677e+06	1.34044e+06	1.38645e+06	1.30499e+06	1.41064e+06	1.37174e+06	1.43454e+06	1.37866e+06	1.1806e+06	1.20339e+06	1.20042e+06	1.24931e+06		
P62873	P62873		GNB1		260298	140315	125588	135273	138216	240740	140747	156612	151324	256863	143379	249851	231388	275534	196173	181503	220779	215566	162724	194736	212161	189958	150951	149746	153549	153816		
P62875	P62875		POLR2L		123804	520311		513157		103377	499963	470936	420228	286245		294680	329135	307539	375201	385707	375555	436126	471743	418300	406590	472487	374563	343431	364538	297547		
P62879	P62879		GNB2		3.47048e+06	2.57279e+06	2.41832e+06	2.37773e+06	2.37222e+06	2.71941e+06	2.52119e+06	2.30501e+06	2.62319e+06	2.27582e+06	2.36475e+06	2.71958e+06	2.25064e+06	2.37447e+06	3.35178e+06	3.01254e+06	3.19878e+06	3.17922e+06	3.12182e+06	3.14427e+06	2.95814e+06	3.25146e+06	2.83105e+06	2.6145e+06	2.41231e+06	2.51754e+06		
P62888	P62888		RPL30		2.32297e+06	2.4036e+06	2.3612e+06	2.43958e+06	2.45393e+06	2.47498e+06	2.46989e+06	2.43843e+06	2.4595e+06	2.46544e+06	2.53238e+06	2.48989e+06	2.66271e+06	2.59238e+06	2.28492e+06	2.34946e+06	2.38996e+06	2.30314e+06	2.36009e+06	2.31374e+06	2.20264e+06	2.367e+06	2.6371e+06	2.56965e+06	2.59756e+06	2.64837e+06		
P62891	P62891		RPL39		616920					864253																						
