Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
O75368	O75368		SH3BGRL		67298.4	63787.4	59248.3	71974.8	57713	26705.3	61809.1	19253.1	59037.5	23300.4	55260.1	21386.3	16192.4	24187.2	22105.5	30240.5
O75369	O75369		FLNB		91698.8	92176.2	95262.5	95783.9	89817.6	522951	89272.4	520312	84432.2	506352	97363.3	521573	539115	543321	534092	537178
O75381	O75381		PEX14		9683.57	9027.39	12057.2	8167.51	10818.5	9427.25	10515.5		12249.4	8837.73	10894.4		8029.33		7158.26	11740.4
O75390	O75390		CS		190969	187090	181124	183072	176743	193298	174334	188902	185695	200255	162652	195280	201048	191568	185292	188155
O75396	O75396		SEC22B		44466.3	44811.3	44186.6	42665.9	40700.3	211658	37689.5	230349	32791.3	220841	44148.7	216347	213446	229786	207944	232452
O75400	O75400		PRPF40A		73965.2	78484.3	84277.8	74793.7	76977.1	44038.6	78796.2	45628.6	86570.1	50455	74361.3	49532.5	47601.9	49199.3	50246.2	49547
O75436	O75436		VPS26A		73587.2	63771	67882.2	64100.4	71274.3	105766	97577.3	104451	71413.1	111274	74720.7	128146	108492	106445	98350	110828
O75438	O75438		NDUFB1		21661.2	28053.6	21432.2	30964.9	31412.7	23488.8	32166.4	20596.3	31343.6	22014	24054.5		18129.4	25061.7	26472.4	22452.6
O75439	O75439		PMPCB		46074.8	43928	46308.2	43662.8	45015	61052.1	43626	64288.1	44504.7	58108.7	45405.8	54814.8	63030.4	59080.3	64648.8	64638.6
O75459	O75459		PAGE1		24361.9	22639.5	22493.7	23500.1	22905.4		24473.9		21025.9		21389.8					
O75475	O75475		PSIP1		41454.2	40031	39620.3	42840.7	41905.6	67115.2	40787	71402.6	43346.7	67850.6	42092.8	67359.2	75654.2	68165.1	72540	73222.6
O75489	O75489		NDUFS3		60895	60054.7	50187.5	63069.8	57668.2	71605.6	45034.3	80022.3	53003.7	75660.7	41819.6	74786.8	72108.2	70697.8	66030.5	70634.9
O75494	O75494		SRSF10		61627.3	62501.3	61814.9	66711.6	58154.8	24081.3	59077.3	27366.9	56959.9	23457	59013.9	24268.8	21693.9	19726.4	21489.2	22713.9
O75506	O75506		HSBP1		29508.3	34660	45535	29818.4	26445.9		49637.5		42273.4		49779.2					
O75521	O75521		ECI2		42530.4	46005.3	44730.9	38724.8	40619.4	40002.7	47544.9	42083	45561.8	39977.6	50412.2	40652.7	39514.8	42316.1	44968.6	42785.5
O75531	O75531		BANF1		261365	243103	261231	253105	252715	657816	258404	648603	241522	644980	252591	658236	649886	587783	657095	638440
O75533	O75533		SF3B1		104907	105196	103724	109242	105807	73927.2	105858	75597.8	108470	76967.6	107628	74530.8	79035.8	76214.5	82425.6	77034.1
O75534	O75534		CSDE1		141572	129691	133294	140505	132731	72343.3	134768	72246.7	134084	74333.8	136254	73514.2	76591.5	74443.2	77765.9	79385.9
O75569	O75569		PRKRA		75523	76072.3	76628.4	74895.4	76949.3	67870.4	72287.5	46842.1	75488.3	84079.3	66886.9	50026.5			17171.2	71115.8
O75607	O75607		NPM3		131662	118780	124621	122026	115055	57538.1	117252	46954.5	122897	61157.8	114693	62133.3	57160.5	60740.6	59813.8	65192
O75643	O75643		SNRNP200		156841	152707	152122	154193	150795	106149	154151	103587	150784	100830	151875	99378.1	101771	105720	103936	99626.7
O75694	O75694		NUP155		32872.2	30694.8	33097.1	28873.2	27629.5	22953.3	30212.2	21523.3	32336.9	23271.5	24883.5	19739.9	16312.5	21364.3	12781.3	21196.1
O75718	O75718		CRTAP		13860.7	17954.5	19070.5		13403.9	43381.4	17841.1	47235.3	16215.4	44779.1	16418	56097.5	55835.9	53842.5	56284.5	51289
O75746	O75746		SLC25A12		9213.51	10196.8	9160.52	8096.46	9398.5	11547.9	4477.7	13062	6708.58	11449.2	2464.89	13794.6	12860.3	10571.2	12215.6	12316
O75821	O75821		EIF3G		159050	157785	150674	158097	158386	112541	150057	110694	154888	110199	151242	113369	115575	103530	107208	107838
O75822	O75822		EIF3J		178589	174059	181718	178670	179650	151769	176416	149462	178305	154011	168681	149496	152177	144159	154172	147983
O75828	O75828		CBR3		28230.7	26845.7	26330.3		27776.1	119059		113493	28698.9	112547	23728.3	122144	132016	110442	118810	116314
O75838	O75838		CIB2									742172								
O75874	O75874		IDH1		120411	114999	119334	123554	113969	151408	128005	153258	125142	159794	118732	154758	164184	149058	159321	162360
O75915	O75915		ARL6IP5							8669.83		5633.39		2696.38			17996.4	17567.2	20019.3	17200.2
O75934	O75934		BCAS2		50286.6	41873.3	42943.8	37309	39131.7	51839.4	25633.7	68515	69169.3	56834.2	52589.8	64681.6	55061.5	51667.5		57324.1
O75935	O75935		DCTN3		23341.9	23496.4	24861.4	23106.6	24757.5	15962.2	25768.8	15293.2	22521.9	13621.6	21425.5	15057.9	20343.5	12613.9	17371.7	13262.4
O75937	O75937		DNAJC8		123827	124523	118066	123874	124940	72290.6	134182	88219.8	128266	66511.2	122817	80593.2	81124.9	79692.5	91476	73773.4
O75940	O75940		SMNDC1		16309.5	15780.2	14388.5	16776.9	17100.5	7554.89	17046.5	11499	15399.4	7191.27	14034.2	7373.16	4512.82	7811.14	4602.1	6503.13
O75947	O75947		ATP5PD		156201	134848	144125	142341	123602	255259	150236	260908	135140	238540	138254	256461	258544	246699	242293	276809
O75955	O75955		FLOT1		24591.4	26166.7	24944.5	24030	23975.4	30185.2	22976	33907.5	24190.8	32102	22917	33637.3	32450.9	31586.2	32602.9	32928.2
O75964	O75964		ATP5MG		118455	114653	109728	105230	113938	232274	104988	237720	113272	231146	115143	217425	238616	228008	232483	219494
O76003	O76003		GLRX3		114277	116146	111496	116064	111994	88702.5	104872	91989.7	109312	88886.3	110899	90849.9	93095.9	81783.6	95205.5	90764.3
O76021	O76021		RSL1D1		129319	130377	129662	137225	138939	278981	129621	269382	130847	278825	136559	274001	293122	260339	291459	290757
O76070	O76070		SNCG		73404.8	72951.3	78506.2	73992.5	74323.1		77514.6		75631.8	22745.1	73407.6					
O76094	O76094		SRP72		76810.2	78320.7	79275.5	80280.5	75242.3	30556.6	75126.6	43191.4	73033.4	27995.3	73906.9	37950.9	38696.4	32514.5	41165.8	42069.1
O94776	O94776		MTA2		97139.8	97815.4	95661.7	94732.8	99474.3	42154.3	93547	43561	96242.3	43833.9	93105	45002.2	42248.6	44366	43828.9	43477.5
O94788	O94788		ALDH1A2		116638	121270	102851	112385	118753	81354.1	96658.1	174651	98676	174231	96541.4	167820	133300	142978	124679	142896
O94826	O94826		TOMM70		24959.7	27143.8	23605.7	26690.3	23865.1	26485.2	24909.7	27755.4	27922.5	21842.3	23608.8	24637.9	22541.6	25771.6	20389.5	23392.7
O94905	O94905		ERLIN2		11323.8	6789.81	8943.02	6785.98	13918.2	46726.4	9547.92	54151.4	6642.19	44905.7	6702.98	53932.4	43757.2	40914.7	45437.1	39816.1
O94906	O94906		PRPF6		31619	31341.7	32447.5	31734.9	32145.6	26621.2	33808.8	28309.9	33614.6	22130	34513.6	25696.1	29441.4	30971.3	30619.1	27448.8
O94979	O94979		SEC31A		52219.6	54665.9	53373.5	52261.7	53078.3	35437.9	48448.4	35654.8	49375.4	38031.6	50703.8	39417.7	37518.4	36012.5	38895.7	36278.8
O95104	O95104		SCAF4		52393.4	53431.6	54552.6	50906.5	48673.5	35086.2	35872.7	31688.6	31657.5	39543.7	37068.1	28416.1	43829.8	34585.1	41278.3	12369.7
O95168	O95168		NDUFB4		32169.1	30640.6	27017.1	26173.9	28080.9	42158.6	30499.3	39657.9	27741.9	39783.1	30781	41315.5	35641.2	33221.8	38024.3	36894
O95197	O95197		RTN3		43262.6	41097.1	40564.1	37621.3	42215.6	145950	36513	127616	39492.5	134656	38059.4	135246	150378	147590	139605	143513
O95202	O95202		LETM1		48651	44905	45747.2	42039.8	45085.1	38882.3	43796.5	32497.4	44822.7	33342.3	45827.7	29992.3	33609.8	33362.1	32099.6	33898.7
O95232	O95232		LUC7L3		54310.5	54022.7	53533.7	55051	49465.1	30836.7	54920.2	39164.1	50213.7	32906.8	51000.6	28679.5	27586.2	31915.4	27806.2	31144.7
O95292	O95292		VAPB		41171.4	42907	39870.2	30335.9	43882.2	97374.6	36676.1	92175.8	42085	106237	40968.9	104653	113281	102608	94882.4	100717
O95299	O95299		NDUFA10		15258.7	16468.8	20409.6	15975.5	15093.7	32443.3	18745.4	32865.9	16436.1	38993.4	15846.2	36567.1	39883.6	41347.7	36381.6	36834.5
O95336	O95336		PGLS		38564.1	39690	37318.8	35199.2	41577.5	122893	36956.9	116570	41115.9	123282	40502.3	119096	126599	123327	116949	124096
O95347	O95347		SMC2		130428	128236	130279	128119	131569	116453	128614	113806	132128	113039	128545	118108	107224	108466	114604	110737
O95373	O95373		IPO7		142973	136875	123712	141670	139686	219292	136301	223161	132176	225114	131913	213249	210016	196046	212594	212290
O95394	O95394		PGM3		9362.09	8411.16	10962.3	8409.34	8193.49	10738.2	10669.2	11091.6	10236.6	11324.1	10121.3	10066.2	11374.4	10060.7	10521.9	10428.3
O95433	O95433		AHSA1		48280.8	40198.1	78714.2	52658.8	54706.3	38441.4	74673.2	53924.8	53123.9	63016.3	56659.6	72238.9	44202.5	43506.6	50677	42832.4
O95456	O95456		PSMG1		36169.2	37629.4	39250	34121.6	27205.9	44115.7	42297.7	35139	43752.1	36457.2	41302.9	41949.3	63380.1	46910.6	37247.8	38534.9
O95571	O95571		ETHE1					4313.94		33789.3		33993.9		33165.3		31977	32749.8	29069.9	33511.6	32002.9
O95573	O95573		ACSL3							167594		165645		164839		143425	146132	162807	162209	165399
O95678	O95678		KRT75			54451.8	10709		64355.2	223518		277620	20430.9	327186	14231.7	386163	136872	113114	113302	86875.6
O95721	O95721		SNAP29		102549	99594.4	101195	104190	104724		98654.7		100918		95477					
O95747	O95747		OXSR1		108816	107197	108746	108884	109751	81451.3	112780	79047.3	111630	76669	112970	78169.4	83510.5	79429.9	74510.1	76851.8
O95757	O95757		HSPA4L		33400.8	29259.3	32506.6	31308.2	30612.1	27035.2	31757.7	29807.9	30657.6	27166.7	29817.8	27787.2	25681.4	25871.1	29243.9	27142.8
O95777	O95777		LSM8		228328	223791	217195	218399	224750	78545.2	200332	84668.7	212709	73514.4	202021	82773.9	73262	68220.7	66917.8	69669.7
O95782	O95782		AP2A1		78175.5	81460.2	79297.4	79155	79783.9	63500	82496.5	62231.3	79494.6	65218.5	80865.5	63906.4	63912.1	62419.6	65719.8	64728.7
O95793	O95793		STAU1		35212.1	33214	40459.7	34755.7	36039.5		43273.3		38420.1		36999.6			30610.3		
O95801	O95801		TTC4		10416.3	9279.06	11299.2	10510.7	9305.66		9738.31		7220.13		7718.95					
O95816	O95816		BAG2		84335.8	88583.7	85834.2	85786.8	87643.9	81550.7	84691.9	72907.6	89297	78678.6	90200.1	79242.1	75974.1	79256	77048.9	76096.8
O95819	O95819		MAP4K4		10396.3	9666.03	11582.9	9471.3	10041.8		9257.26		9068.92		8838.31					
O95831	O95831		AIFM1		140544	136934	146099	136141	147004	171968	142885	179669	137381	188109	137249	171444	178125	177359	177562	175216
O95861	O95861		BPNT1		47233.7	44922.2	63325.4	47540.8	49259.6	53094.1	57724.7	48388.9	57630.4	58519.6	56604.5	61269.8	53621.4	60432.8	50820	58136
O95881	O95881		TXNDC12		33628.9	26373.3	33201.2	36781.7	36892.3	55431.2	37722.3	36247.5	40314.9	47989.8	35204.2	50391.8	56378.4	50596.5	48428	50551.4
O95983	O95983		MBD3		26281.5	28714.8	27346.8	27012.8	28605.2		24090		27048.6		26734					
O95989	O95989		NUDT3		46833.2	50628.5	46331.3	49480.3	42894		47509.5	19027.3	46431		45506.6	6935.22			10837.9	
O96000	O96000		NDUFB10		45849.1	46118	46933.5	45887.3	41452.6	39706.2	43812.4	42696.5	42981.9	37564.9	46243.8	41667.8	43099	40025.4	37600.3	41556.4
O96008	O96008		TOMM40		18993.4	10933.8	26784.9	13651.8	5689.81	17754.8	25125.3	11349.4	25618.7	14068	25281.7	10455.6	27859.2	29042.8	24339.6	30519
O96019	O96019		ACTL6A		102148	103422	114735	104807	102875	57580.3	112954	54671.5	116487	60943.8	111474	56010.8	71508.5	69216.9	63834.1	58591.1
P00338	P00338		LDHA		3.2172e+06	3.1716e+06	3.16941e+06	3.18072e+06	3.10045e+06	4.38724e+06	3.27999e+06	4.26365e+06	3.37666e+06	4.3372e+06	3.32174e+06	4.34286e+06	4.63307e+06	4.42431e+06	4.66983e+06	4.56098e+06
P00366	P00366		GLUD1		179043	181528	188773	177863	163845	203437	179416	214400	176896	203349	173020	185405	220707	212402	221691	225393
P00387	P00387		CYB5R3		30004.3	34509.9	28696	36289.9	35987.6	76787.4	29359	72598.9	31660.9	70740.6	30096.2	75582.6	72023.9	80986.5	64828.1	70497.5
P00390	P00390		GSR		110882	107719	110226	108475	108815	48419.4	108277	47946.4	110682	52689.8	109469	49708.3	54353.3	47744.3	51961.2	50237
P00403	P00403		MT-CO2		109942	116631	112159	114391	124984	332746	108896	307562	120447	334428	114320	347087	343040	319504	338667	294077
P00441	P00441		SOD1		240576	229099	223307	236942	229512	236936	235065	228379	223628	228028	235786	233599	245849	255105	236528	225858
P00491	P00491		PNP		84171.9	77748.2	79763.6	85781	80741.4	54686.3	80417.3	55151.6	89479.4	55827.5	82176	61036.9	62938	63236.4	63287.2	60724.9
P00492	P00492		HPRT1		104682	103180	112665	104507	96473	105087	116779	106415	108657	113145	102322	93987.5	109190	115561	104814	112956
P00505	P00505		GOT2		72921.7	68874.6	85259.9	71702.3	66322.3	325612	77769	316177	73234.6	317800	77617	315611	322252	326079	320128	323416
P00533	P00533		EGFR		44760.4	43581.9			51345.1	17653.4		9502.08		13205.6		13541	17932.2	15213.4	14365.2	15107.8
P00558	P00558		PGK1		605604	593709	618945	606682	619845	1.3507e+06	570721	1.32998e+06	562967	1.32604e+06	585773	1.37275e+06	1.36391e+06	1.34133e+06	1.32093e+06	1.34127e+06
P00568	P00568		AK1		65968.7	66854.2	66800.7	64911.7	66705.9	130463	61961	147356	63300.4	142246	63798.5	151269	139933	137527	150297	138315
P00734	P00734		F2		26044.7	26096.5	27355.1	22295.1	23902.9		21475.6		26454.8		25275.3					
P00761	P00761				5.57631e+06	5.14321e+06	4.8224e+06	4.74081e+06	5.16637e+06	901436	3.52192e+06	900859	3.87864e+06	839764	3.71454e+06	860349	833962	942743	1.03023e+06	829362
P00966	P00966		ASS1							1.44208e+06		1.42046e+06		1.38311e+06	11747.3	1.39694e+06	1.43177e+06	1.40599e+06	1.45801e+06	1.42327e+06
P01008	P01008		SERPINC1		11861.5	6964.76	11804.7		7570.25	19154.6	13882.3	16919.8	13298	18811	12282.2	14792.4	20489.4	14316.4	18834.9	19395.2
P01023	P01023		A2M		41663.9	47678.5	39470.7	46739.6	42435.1	205343	44933.1	211363	41062.1	217594	49582.4	188856	223189	220049	224348	171148
P01024	P01024		C3		29928.8	29448.3	28901.4	28457.3	32285.7	332205	30292.9	335776	26072.2	334397	29530.7	337177	338513	338543	325282	333640
P01111	P01111		NRAS		87730.3	94373.1	101093	89038	71004.2	200289	92055.5	193679	109125	178085	105080	168428	204489	166898	181933	230389
P02008	P02008		HBZ		2.11186e+06	2.03321e+06	2.00298e+06	1.99757e+06	2.07031e+06		2.02374e+06		2.01475e+06		1.99637e+06					
P02042	P02042		HBD			240175		237892	254691				243955		255613	183918				199944
P02100	P02100		HBE1		681188	650897	662075	697061	581238		690037		641007		669898			6.29884e+06		
P02545	P02545		LMNA		601229	592251	601798	602483	603835	1.19734e+06	588782	1.20976e+06	591934	1.20722e+06	596620	1.20821e+06	1.23015e+06	1.22008e+06	1.24524e+06	1.21949e+06
P02549	P02549		SPTA1		95047.9	85876.9	89506.2	91747.6	84822.8		87820.8		89316		90039.8					
P02655	P02655		APOC2		80060.8	78002.1	74596.3	78755.2	78718.3		75452.2		77840.5		80712.4					
P02765	P02765		AHSG		277430	271637	262754	293820	268913	1.51174e+06	282272	1.50948e+06	264083	1.48517e+06	268084	1.46283e+06	1.57137e+06	1.45085e+06	1.48511e+06	1.65403e+06
P02769	P02769		ALB		211140	211586	200058	217620	204966	854265	207251	912177	198927	836398	209165	866309	894903	866943	890023	863833
P02771	P02771		AFP							44476		40487.2		40340.3		39591.8	43053.6	40729.4	37330.9	40671.4
P02786	P02786		TFRC		537548	535547	537791	542487	560023	1.25068e+06	538883	1.24684e+06	523069	1.24521e+06	540556	1.20334e+06	1.2375e+06	1.26726e+06	1.27364e+06	1.23718e+06
P02788	P02788		LTF		50992.3	53634.1	54082.8	56718.6	55668.3	42883.1	58939.1	43161.3	54046.9	46616.5	53959.8	45441.8	38372	33280.7	46007.9	35972.5
P02795	P02795		MT2A		2263.64	4019.55	3066.68	7660.75	4784.7	291452	5206.19	278565	6321.24	281979	7632.25	281210	290102	280206	306911	287597
P04040	P04040		CAT		167227	165366	164313	167936	169443	123455	164104	123753	166930	123352	164583	121972	124822	116771	127848	123749
P04075	P04075		ALDOA		3.08814e+06	2.92966e+06	2.91183e+06	3.14083e+06	2.90583e+06	1.4188e+06	2.83601e+06	1.48832e+06	2.87575e+06	1.46133e+06	2.97906e+06	1.39772e+06	1.41977e+06	1.45187e+06	1.39923e+06	1.37995e+06
P04080	P04080		CSTB		158876	150765	144531	154915	137912	185254	157013	174726	148643	191621	139656	179907	180982	178243	175092	178250
P04083	P04083		ANXA1		625914	607849	611153	601418	642126	705189	593709	679252	618674	710971	600717	723720	699257	687905	716853	702886
P04179	P04179		SOD2			139437		64392.6	58743.4	438122		478322	77780	506324	85474.5	409700	406998	473773	438933	473532
P04181	P04181		OAT		158757	155633	149054	159344	159266	11845.2	158135	42815.7	163793		150328	19865.5	14904.1	19460.8	24011.7	17001
P04183	P04183		TK1		73309.6	69682.5	72382.1	73662.6	67464.3	17385.1	75536	13283.4	70900.1	16565.9	72512.7	7439.27	18733	16676.8	16802.2	16227.2
P04350	P04350		TUBB4A		1.86808e+06	1.76692e+06	1.67077e+06	1.84461e+06	1.68765e+06	1.23908e+06	1.78713e+06	1.19513e+06	1.79064e+06	1.17487e+06	1.73433e+06	1.21171e+06	1.36383e+06	1.38394e+06	1.33407e+06	1.30617e+06
P04406	P04406		GAPDH		3.2915e+06	3.20333e+06	3.09101e+06	3.05007e+06	3.25209e+06	6.88175e+06	2.91036e+06	6.49504e+06	3.15281e+06	6.85522e+06	3.09289e+06	6.51063e+06	6.7919e+06	7.13762e+06	6.49378e+06	6.60826e+06
P04632	P04632		CAPNS1		111050	107800	117774	107231	112200	91803.1	124130	104827	114800	106121	116148	111208	99030.4	95629.4	113702	102012
P04792	P04792		HSPB1		387113	400481	368935	361571	377724	347315	392567	333111	330872	351551	323999	336307	350150	352718	317396	351153
P04818	P04818		TYMS		167305	161762	170956	157712	161760	55533.4	144533	38769.5	154345	56278.8	155748	49612.7	121794	102830	56221.3	59387.9
P04843	P04843		RPN1		11146.6	8216.58	12436.5	10411.1	14279.3	158093	9703.12	151147	10036.8	153117	10668.5	147803	147526	159381	147018	145060
P04844	P04844		RPN2			16644.4				106253	15976.4	92189.5	15912.4	97014.5	18086.6	98302.4	91536.4	91606.7	96420.3	99818.5
P05023	P05023		ATP1A1		157542	164028	154093	163066	163851	201969	149610	204593	154714	209869	154466	200585	197498	202103	204083	200978
P05114	P05114		HMGN1		131604	131202	132930	132010	127947	139070	130144	137648	129786	135948	133477	129606	140418	143151	134100	144741
P05141	P05141		SLC25A5		1.05362e+06	1.02465e+06	1.06765e+06	1.06026e+06	1.02023e+06	1.99889e+06	1.06076e+06	1.96927e+06	1.04967e+06	1.94689e+06	1.0715e+06	1.99422e+06	2.08e+06	1.95093e+06	2.03638e+06	2.00968e+06
P05198	P05198		EIF2S1		202250	200424	189828	199007	199802	299716	186108	307400	199176	297939	195427	293280	291372	295626	283216	293526
P05204	P05204		HMGN2		158279	164649	162831	166648	162882	230305	163057	227183	158226	230165	158517	209198	237812	247339	231316	245383
P05387	P05387		RPLP2		773430	759649	752417	772846	753527	1.09244e+06	701419	928315	736963	1.06163e+06	721657	978837	982696	1.03595e+06	854293	959844
P05388	P05388		RPLP0		619491	644575	604474	622353	664456	738782	627573	714167	644382	763193	639523	761462	741828	737344	732424	715794
P05455	P05455		SSB		378952	368885	382408	371348	378259	102481	392270	105397	389274	101478	380081	97743.1	102958	107613	104406	103502
P05543	P05543		SERPINA7							22270.8		21843.4		21895.4		18722.6	25617.1	22720.7	23814.9	23620.4
P05556	P05556		ITGB1		12970.2	10203.3	21662.8	9193.94	17348.6	101359	12384.4	114732	27177.5	114427	24629	109431	113626	112811	114871	108760
P05771	P05771		PRKCB		169496	160321	239805	164044	165001		261578		264288		227429				20315.8	
P05783	P05783		KRT18		350461	378834	311218	345519	429720	3.01899e+06	308830	3.09524e+06	341359	3.31214e+06	292532	3.07546e+06	3.22641e+06	3.24357e+06	3.18072e+06	3.14968e+06
P05787	P05787		KRT8		461526	444893	463210	460163	452835	3.50218e+06	439844	3.47066e+06	434359	3.44651e+06	461732	3.39338e+06	3.50053e+06	3.51128e+06	3.58286e+06	3.68557e+06
P05937	P05937		CALB1		10178.7	8819.6	8902.33	7657.67	8078.13		4636.65		7146		7589.48					
P06132	P06132		UROD		164803	141789	183119	149013	152766	75257.2	170907	85870.2	173297	86234.4	152185	80987.7	82634.5	84612.5	86042.5	81704.5
P06396	P06396		GSN		63541.9	63337	67229.6	61451.4	60990.5	183480	59869.8	178374	63042.4	176792	59868.5	174919	179061	191625	187051	178494
P06454	P06454		PTMA		3.63191e+06	3.71835e+06	3.53179e+06	3.68645e+06	3.48173e+06	2.62497e+06	3.52639e+06	2.85277e+06	3.44897e+06	2.84689e+06	3.3111e+06	2.34929e+06	2.49433e+06	2.58727e+06	2.52497e+06	2.86464e+06
P06493	P06493		CDK1		478261	472323	453907	465313	454054	209118	454952	213350	470861	216105	469073	212867	194612	226474	211854	223755
P06576	P06576		ATP5F1B		677086	667847	604367	631430	664960	903768	548000	850144	596155	886037	518245	874312	812225	883353	820788	814472
P06703	P06703		S100A6		45425.2	37958.2	43651.8	31874	4.25123e+06	5.1243e+06	47612.8	5.05027e+06	51931.5	4.86217e+06	55681.8	4.69456e+06	5.6525e+06	6.00697e+06	5.72606e+06	5.99468e+06
P06730	P06730		EIF4E		63289.7	62315.4	63760.9	64654.7	62549.7	33985.6	58409	32730	61035.7	31510.1	61800.8	32317	35344.9	29644.7	35426.9	28067.7
P06732	P06732		CKM		134057	126274	135047	150780	137905	13780.7	123787	12981	143013	17237.8	129367	29188.5	22026.4	17117.8	18430.7	18407.3
P06733	P06733		ENO1		2.84434e+06	2.80279e+06	2.4773e+06	2.7881e+06	2.76653e+06	3.17336e+06	2.55028e+06	3.01798e+06	2.54684e+06	3.05422e+06	2.49676e+06	3.04786e+06	3.01847e+06	3.1006e+06	3.01569e+06	2.98808e+06
P06744	P06744		GPI		579859	577304	576023	577741	582889	493595	564573	489928	573089	487982	576213	494132	514831	493026	503402	508058
P06748	P06748		NPM1		1.77802e+06	1.71411e+06	1.6936e+06	1.78693e+06	1.74789e+06	1.50836e+06	1.69602e+06	1.45969e+06	1.71572e+06	1.46562e+06	1.72421e+06	1.4458e+06	1.42168e+06	1.41329e+06	1.46506e+06	1.42003e+06
P06753	P06753		TPM3		745398	681759	748358	716126	634566	448539	719087	474864	710822	435519	761496	411682	556523	509964	533294	531466
P07108	P07108		DBI		43284.1	37056.1	55591.5	45195.9	48538.6	57110.2	52842.3	52075.2	53577.9	55054.6	53063.4	58754.7	52912.8	79706.3	51199.8	49265.3
P07195	P07195		LDHB		1.62151e+06	1.53692e+06	1.59642e+06	1.53287e+06	1.5217e+06	1.43987e+06	1.63718e+06	1.3777e+06	1.67473e+06	1.45317e+06	1.6315e+06	1.45378e+06	1.55177e+06	1.52682e+06	1.52534e+06	1.50378e+06
P07203	P07203		GPX1							110324		112295		111657		112585	111391	104716	120662	115366
P07205	P07205		PGK2										14366.2		183577			137149		45366.2
P07237	P07237		P4HB		162751	158456	161957	163986	157206	347307	165535	355244	159649	336386	165836	337781	357593	327212	360088	348398
